final_event_id,company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
final_event_id,true_model_creator,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0003,Google,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0004,Stability AI,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0005,Google,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
FMR-0006,xAI,,,,,,,,,,,
